image,label,dataset,kfold0,kfold1,kfold2,kfold3,kfold4
../data/AML_LMU/Myeloblast/MYO_0601.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0602.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0603.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0604.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0605.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0606.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0607.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0608.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0609.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0610.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0611.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0612.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0613.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0614.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0615.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0616.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0617.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0618.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0619.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0620.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0621.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0622.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0623.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0624.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0625.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0626.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0627.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0628.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0629.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0630.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0631.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0632.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0633.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0634.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0635.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0636.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0637.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0638.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0639.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0640.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0641.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0642.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0643.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0644.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0645.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0646.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0647.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0648.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0649.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0650.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0651.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0652.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0653.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0654.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0655.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0656.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0657.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0658.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0659.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0660.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0661.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0662.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0663.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0664.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0665.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0666.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0667.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0668.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0669.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0670.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0671.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0672.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0673.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0674.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0675.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0676.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0677.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0678.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0679.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0680.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0681.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0682.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0683.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0684.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0685.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0686.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0687.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0688.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0689.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0690.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0691.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0692.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0693.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0694.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0695.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0696.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0697.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0698.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0699.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0700.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0701.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0702.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0703.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0704.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0705.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0706.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0707.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0708.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0709.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0710.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0711.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0712.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0713.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0714.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0715.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0716.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0717.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0718.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0719.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0720.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0721.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0722.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0723.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0724.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0725.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0726.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0727.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0728.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0729.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0730.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0731.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0732.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0733.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0734.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0735.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0736.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0737.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0738.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0739.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0740.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0741.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0742.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0743.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0744.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0745.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0746.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0747.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0748.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0749.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0750.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0751.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0752.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0753.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0754.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0755.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0756.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0757.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0758.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0759.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0760.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0761.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0762.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0763.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0764.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0765.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0766.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0767.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0768.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0769.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0770.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0771.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0772.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0773.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0774.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0775.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0776.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0777.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0778.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0779.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0780.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0781.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0782.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0783.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0784.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0785.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0786.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0787.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0788.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0789.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0790.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0791.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0792.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0793.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0794.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0795.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0796.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0797.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0798.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0799.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0800.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0801.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0802.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0803.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0804.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0805.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0806.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0807.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0808.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0809.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0810.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0811.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0812.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0813.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0814.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0815.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0816.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0817.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0818.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0819.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0820.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0821.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0822.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0823.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0824.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0825.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0826.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0827.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0828.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0829.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0830.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0831.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0832.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0833.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0834.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0835.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0836.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0837.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0838.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0839.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0840.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0841.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0842.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0843.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0844.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0845.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0846.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0847.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0848.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0849.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0850.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0851.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0852.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0853.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0854.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0855.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0856.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0857.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0858.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0859.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0860.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0861.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0862.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0863.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0864.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0865.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0866.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0867.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0868.tiff,Myeloblast,AML_LMU,train,test,val,train,train
